File Name,Peak,Centroid(max)_x,Centroid(max)_y,PixelAreaAbove_0.80,um2AreaAbove_0.80,Density at CDC,EliCenter_0.8_x,EliCenter_0.8_y,um_per_pixel
450_OctR_bounddensity_matrix_22-Jan-2026.csv,136050.540900292,439,371,112744,33169.03225344,131520.594093794,385,377,0.5424
